,Distance Fraction,PCM Spv,co2 spv,minwool spv
0,0.0,-6.8192,23.07725507274344,23.077255072743505
1,0.05263157894736842,-6.8177,23.082358939622132,23.082358939622196
2,0.10526315789473684,-6.8131,23.09764344632409,23.097643446324152
3,0.15789473684210525,-6.8055,23.12302745476964,23.123027454769705
4,0.21052631578947367,-6.7949,23.158376213144425,23.158376213144486
5,0.2631578947368421,-6.7813,23.203502070730355,23.203502070730416
6,0.3157894736842105,-6.7649,23.25816547338907,23.25816547338913
7,0.3684210526315789,-6.7456,23.322076234449415,23.322076234449472
8,0.42105263157894735,-6.7237,23.39489507429558,23.394895074295636
9,0.47368421052631576,-6.6991,23.476235420531363,23.476235420531417
10,0.5263157894736842,-6.672,23.565665459215204,23.565665459215253
11,0.5789473684210527,-6.6426,23.662710426328232,23.662710426328278
12,0.631578947368421,-6.6109,23.76685512735978,23.766855127359825
13,0.6842105263157894,-6.5772,23.877546671679163,23.877546671679205
14,0.7368421052631579,-6.5415,23.994197407215335,23.994197407215374
15,0.7894736842105263,-6.5041,24.116188039893945,24.11618803989398
16,0.8421052631578947,-6.4652,24.2428709212902,24.242870921290233
17,0.894736842105263,-6.4248,24.373573487051896,24.373573487051925
18,0.9473684210526315,-6.3832,24.507601827834907,24.50760182783493
19,1.0,-6.3406,24.64424437377867,24.644244373778687
